Tid (s)            Posisjon (m) 
0.670670670671        0.269879489099
0.680680680681        0.277995713431
0.690690690691        0.286232178124
0.700700700701        0.294588883177
0.710710710711        0.303065828591
0.720720720721        0.311663014366
0.730730730731        0.320380440501
0.740740740741        0.329218106996
0.750750750751        0.338176013852
0.760760760761        0.347254161068
0.770770770771        0.356452548645
0.780780780781        0.365771176582
0.790790790791        0.37521004488
0.800800800801        0.384769153538
0.810810810811        0.394448502557
0.820820820821        0.404248091936
0.830830830831        0.414167921675
0.840840840841        0.424207991776
0.850850850851        0.434368302236
0.860860860861        0.444648853057
0.870870870871        0.455049644239
0.880880880881        0.465570675781
0.890890890891        0.476211947683
0.900900900901        0.486973459946
0.910910910911        0.49785521257
0.920920920921        0.508857205554
0.930930930931        0.519979438898
0.940940940941        0.531221912603
0.950950950951        0.542584626669
0.960960960961        0.554067581095
0.970970970971        0.565670775881
0.980980980981        0.577394211028
0.990990990991        0.589237886535
1.001001001        0.601201802403
1.01101101101        0.613285958631
1.02102102102        0.62549035522
1.03103103103        0.637814992169
1.04104104104        0.650259869479
1.05105105105        0.662824987149
1.06106106106        0.67551034518
1.07107107107        0.688315943571
1.08108108108        0.701241782323
1.09109109109        0.714287861435
1.1011011011        0.727454180908
1.11111111111        0.740740740741
1.12112112112        0.754147540934
1.13113113113        0.767674581488
1.14114114114        0.781321862403
1.15115115115        0.795089383678
1.16116116116        0.808977145313
1.17117117117        0.822985147309
1.18118118118        0.837113389666
1.19119119119        0.851361872383
1.2012012012        0.86573059546
1.21121121121        0.880219558898
1.22122122122        0.894828762697
1.23123123123        0.909558206856
1.24124124124        0.924407891375
1.25125125125        0.939377816255
1.26126126126        0.954467981495
1.27127127127        0.969678387096
1.28128128128        0.985009033057
1.29129129129        1.00045991938
1.3013013013        1.01603104606
1.31131131131        1.0317224131
1.32132132132        1.04753402051
1.33133133133        1.06346586827
1.34134134134        1.07951795639
1.35135135135        1.09569028488
1.36136136136        1.11198285372
1.37137137137        1.12839566293
1.38138138138        1.1449287125
1.39139139139        1.16158200242
1.4014014014        1.17835553271
1.41141141141        1.19524930336
1.42142142142        1.21226331437
1.43143143143        1.22939756573
1.44144144144        1.24665205746
1.45145145145        1.26402678955
1.46146146146        1.281521762
1.47147147147        1.29913697481
1.48148148148        1.31687242798
1.49149149149        1.33472812151
1.5015015015        1.35270405541
1.51151151151        1.37080022966
1.52152152152        1.38901664427
1.53153153153        1.40735329925
1.54154154154        1.42581019458
1.55155155155        1.44438733027
1.56156156156        1.46308470633
1.57157157157        1.48190232274
1.58158158158        1.50084017952
1.59159159159        1.51989827666
1.6016016016        1.53907661415
1.61161161161        1.55837519201
1.62162162162        1.57779401023
1.63163163163        1.5973330688
1.64164164164        1.61699236774
1.65165165165        1.63677190704
1.66166166166        1.6566716867
1.67167167167        1.67669170672
1.68168168168        1.6968319671
1.69169169169        1.71709246784
1.7017017017        1.73747320894
1.71171171171        1.75797419041
1.72172172172        1.77859541223
1.73173173173        1.79933687441
1.74174174174        1.82019857696
1.75175175175        1.84118051986
1.76176176176        1.86228270312
1.77177177177        1.88350512675
1.78178178178        1.90484779073
1.79179179179        1.92631069508
1.8018018018        1.94789383979
1.81181181181        1.96959722485
1.82182182182        1.99142085028
1.83183183183        2.01336471607
1.84184184184        2.03542882222
1.85185185185        2.05761316872
1.86186186186        2.07991775559
1.87187187187        2.10234258282
1.88188188188        2.12488765041
1.89189189189        2.14755295836
1.9019019019        2.17033850667
1.91191191191        2.19324429535
1.92192192192        2.21627032438
1.93193193193        2.23941659377
1.94194194194        2.26268310352
1.95195195195        2.28606985364
1.96196196196        2.30957684411
1.97197197197        2.33320407495
1.98198198198        2.35695154614
1.99199199199        2.3808192577
2.002002002        2.40480720961
2.01201201201        2.42891540189
2.02202202202        2.45314383453
2.03203203203        2.47749250752
2.04204204204        2.50196142088
2.05205205205        2.5265505746
2.06206206206        2.55125996868
2.07207207207        2.57608960312
2.08208208208        2.60103947792
2.09209209209        2.62610959308
2.1021021021        2.6512999486
2.11211211211        2.67661054448
2.12212212212        2.70204138072
2.13213213213        2.72759245732
2.14214214214        2.75326377428
2.15215215215        2.77905533161
2.16216216216        2.80496712929
2.17217217217        2.83099916734
2.18218218218        2.85715144574
2.19219219219        2.88342396451
2.2022022022        2.90981672363
2.21221221221        2.93632972312
2.22222222222        2.96296296296
2.23223223223        2.98971644317
2.24224224224        3.01659016374
2.25225225225        3.04358412467
2.26226226226        3.07069832595
2.27227227227        3.0979327676
2.28228228228        3.12528744961
2.29229229229        3.15276237198
2.3023023023        3.18035753471
2.31231231231        3.2080729378
2.32232232232        3.23590858125
2.33233233233        3.26386446507
2.34234234234        3.29194058924
2.35235235235        3.32013695377
2.36236236236        3.34845355866
2.37237237237        3.37689040392
2.38238238238        3.40544748953
2.39239239239        3.43412481551
2.4024024024        3.46292238184
2.41241241241        3.49184018854
2.42242242242        3.52087823559
2.43243243243        3.55003652301
2.44244244244        3.57931505079
2.45245245245        3.60871381892
2.46246246246        3.63823282742
2.47247247247        3.66787207628
2.48248248248        3.6976315655
2.49249249249        3.72751129508
2.5025025025        3.75751126502
2.51251251251        3.78763147532
2.52252252252        3.81787192598
2.53253253253        3.848232617
2.54254254254        3.87871354838
2.55255255255        3.90931472013
2.56256256256        3.94003613223
2.57257257257        3.97087778469
2.58258258258        4.00183967752
2.59259259259        4.0329218107
2.6026026026        4.06412418424
2.61261261261        4.09544679815
2.62262262262        4.12688965242
2.63263263263        4.15845274704
2.64264264264        4.19013608203
2.65265265265        4.22193965738
2.66266266266        4.25386347308
2.67267267267        4.28590752915
2.68268268268        4.31807182558
2.69269269269        4.35035636237
2.7027027027        4.38276113952
2.71271271271        4.41528615703
2.72272272272        4.4479314149
2.73273273273        4.48069691313
2.74274274274        4.51358265172
2.75275275275        4.54658863067
2.76276276276        4.57971484999
2.77277277277        4.61296130966
2.78278278278        4.64632800969
2.79279279279        4.67981495009
2.8028028028        4.71342213084
2.81281281281        4.74714955195
2.82282282282        4.78099721343
2.83283283283        4.81496511527
2.84284284284        4.84905325746
2.85285285285        4.88326164002
2.86286286286        4.91759026294
2.87287287287        4.95203912621
2.88288288288        4.98660822985
2.89289289289        5.02129757385
2.9029029029        5.05610715821
2.91291291291        5.09103698293
2.92292292292        5.12608704801
2.93293293293        5.16125735345
2.94294294294        5.19654789925
2.95295295295        5.23195868541
2.96296296296        5.26748971193
2.97297297297        5.30314097882
2.98298298298        5.33891248606
2.99299299299        5.37480423366
3.003003003        5.41081622163
3.01301301301        5.44694844995
3.02302302302        5.48320091864
3.03303303303        5.51957362768
3.04304304304        5.55606657709
3.05305305305        5.59267976685
3.06306306306        5.62941319698
3.07307307307        5.66626686747
3.08308308308        5.70324077832
3.09309309309        5.74033492952
3.1031031031        5.77754932109
3.11311311311        5.81488395302
3.12312312312        5.85233882531
3.13313313313        5.88991393796
3.14314314314        5.92760929097
3.15315315315        5.96542488434
3.16316316316        6.00336071808
3.17317317317        6.04141679217
3.18318318318        6.07959310662
3.19319319319        6.11788966143
3.2032032032        6.15630645661
3.21321321321        6.19484349214
3.22322322322        6.23350076804
3.23323323323        6.27227828429
3.24324324324        6.31117604091
3.25325325325        6.35019403788
3.26326326326        6.38933227522
3.27327327327        6.42859075292
3.28328328328        6.46796947097
3.29329329329        6.50746842939
3.3033033033        6.54708762817
3.31331331331        6.58682706731
3.32332332332        6.62668674681
3.33333333333        6.66666666667
3.34334334334        6.70676682689
3.35335335335        6.74698722747
3.36336336336        6.78732786841
3.37337337337        6.82778874971
3.38338338338        6.86836987137
3.39339339339        6.9090712334
3.4034034034        6.94989283578
3.41341341341        6.99083467852
3.42342342342        7.03189676163
3.43343343343        7.07307908509
3.44344344344        7.11438164892
3.45345345345        7.1558044531
3.46346346346        7.19734749765
3.47347347347        7.23901078255
3.48348348348        7.28079430782
3.49349349349        7.32269807345
3.5035035035        7.36472207944
3.51351351351        7.40686632579
3.52352352352        7.44913081249
3.53353353353        7.49151553956
3.54354354354        7.53402050699
3.55355355355        7.57664571478
3.56356356356        7.61939116293
3.57357357357        7.66225685145
3.58358358358        7.70524278032
3.59359359359        7.74834894955
3.6036036036        7.79157535914
3.61361361361        7.8349220091
3.62362362362        7.87838889941
3.63363363363        7.92197603008
3.64364364364        7.96568340112
3.65365365365        8.00951101251
3.66366366366        8.05345886427
3.67367367367        8.09752695639
3.68368368368        8.14171528886
3.69369369369        8.1860238617
3.7037037037        8.2304526749
3.71371371371        8.27500172846
3.72372372372        8.31967102237
3.73373373373        8.36446055665
3.74374374374        8.40937033129
3.75375375375        8.45440034629
3.76376376376        8.49955060165
3.77377377377        8.54482109737
3.78378378378        8.59021183346
3.79379379379        8.6357228099
3.8038038038        8.6813540267
3.81381381381        8.72710548386
3.82382382382        8.77297718139
3.83383383383        8.81896911927
3.84384384384        8.86508129751
3.85385385385        8.91131371612
3.86386386386        8.95766637508
3.87387387387        9.00413927441
3.88388388388        9.0507324141
3.89389389389        9.09744579414
3.9039039039        9.14427941455
3.91391391391        9.19123327532
3.92392392392        9.23830737645
3.93393393393        9.28550171793
3.94394394394        9.33281629978
3.95395395395        9.38025112199
3.96396396396        9.42780618456
3.97397397397        9.47548148749
3.98398398398        9.52327703078
3.99399399399        9.57119281444
4.004004004        9.61922883845
4.01401401401        9.66738510282
4.02402402402        9.71566160755
4.03403403403        9.76405835265
4.04404404404        9.8125753381
4.05405405405        9.86121256392
4.06406406406        9.90997003009
4.07407407407        9.95884773663
4.08408408408        10.0078456835
4.09409409409        10.0569638708
4.1041041041        10.1062022984
4.11411411411        10.1555609664
4.12412412412        10.2050398747
4.13413413413        10.2546390234
4.14414414414        10.3043584125
4.15415415415        10.3541980419
4.16416416416        10.4041579117
4.17417417417        10.4542380218
4.18418418418        10.5044383723
4.19419419419        10.5547589632
4.2042042042        10.6051997944
4.21421421421        10.655760866
4.22422422422        10.7064421779
4.23423423423        10.7572437302
4.24424424424        10.8081655229
4.25425425425        10.8592075559
4.26426426426        10.9103698293
4.27427427427        10.961652343
4.28428428428        11.0130550971
4.29429429429        11.0645780916
4.3043043043        11.1162213264
4.31431431431        11.1679848016
4.32432432432        11.2198685172
4.33433433433        11.2718724731
4.34434434434        11.3239966693
4.35435435435        11.376241106
4.36436436436        11.428605783
4.37437437437        11.4810907003
4.38438438438        11.533695858
4.39439439439        11.5864212561
4.4044044044        11.6392668945
4.41441441441        11.6922327733
4.42442442442        11.7453188925
4.43443443443        11.798525252
4.44444444444        11.8518518519
4.45445445445        11.9052986921
4.46446446446        11.9588657727
4.47447447447        12.0125530936
4.48448448448        12.0663606549
4.49449449449        12.1202884566
4.5045045045        12.1743364987
4.51451451451        12.2285047811
4.52452452452        12.2827933038
4.53453453453        12.3372020669
4.54454454454        12.3917310704
4.55455455455        12.4463803142
4.56456456456        12.5011497984
4.57457457457        12.556039523
4.58458458458        12.6110494879
4.59459459459        12.6661796932
4.6046046046        12.7214301388
4.61461461461        12.7768008248
4.62462462462        12.8322917512
4.63463463463        12.8879029179
4.64464464464        12.943634325
4.65465465465        12.9994859725
4.66466466466        13.0554578603
4.67467467467        13.1115499884
4.68468468468        13.167762357
4.69469469469        13.2240949658
4.7047047047        13.2805478151
4.71471471471        13.3371209047
4.72472472472        13.3938142347
4.73473473473        13.450627805
4.74474474474        13.5075616157
4.75475475475        13.5646156667
4.76476476476        13.6217899581
4.77477477477        13.6790844899
4.78478478478        13.736499262
4.79479479479        13.7940342745
4.8048048048        13.8516895274
4.81481481481        13.9094650206
4.82482482482        13.9673607541
4.83483483483        14.0253767281
4.84484484484        14.0835129424
4.85485485485        14.141769397
4.86486486486        14.200146092
4.87487487487        14.2586430274
4.88488488488        14.3172602031
4.89489489489        14.3759976192
4.9049049049        14.4348552757
4.91491491491        14.4938331725
4.92492492492        14.5529313097
4.93493493493        14.6121496872
4.94494494494        14.6714883051
4.95495495495        14.7309471634
4.96496496496        14.790526262
4.97497497497        14.850225601
4.98498498498        14.9100451803
4.99499499499        14.969985
5.00500500501        15.0300450601
5.01501501502        15.0902253605
5.02502502503        15.1505259013
5.03503503504        15.2109466824
5.04504504505        15.2714877039
5.05505505506        15.3321489658
5.06506506507        15.392930468
5.07507507508        15.4538322106
5.08508508509        15.5148541935
5.0950950951        15.5759964168
5.10510510511        15.6372588805
5.11511511512        15.6986415845
5.12512512513        15.7601445289
5.13513513514        15.8217677137
5.14514514515        15.8835111388
5.15515515516        15.9453748042
5.16516516517        16.0073587101
5.17517517518        16.0694628562
5.18518518519        16.1316872428
5.1951951952        16.1940318697
5.20520520521        16.256496737
5.21521521522        16.3190818446
5.22522522523        16.3817871926
5.23523523524        16.4446127809
5.24524524525        16.5075586097
5.25525525526        16.5706246787
5.26526526527        16.6338109882
5.27527527528        16.697117538
5.28528528529        16.7605443281
5.2952952953        16.8240913586
5.30530530531        16.8877586295
5.31531531532        16.9515461407
5.32532532533        17.0154538923
5.33533533534        17.0794818843
5.34534534535        17.1436301166
5.35535535536        17.2078985893
5.36536536537        17.2722873023
5.37537537538        17.3367962557
5.38538538539        17.4014254495
5.3953953954        17.4661748836
5.40540540541        17.5310445581
5.41541541542        17.5960344729
5.42542542543        17.6611446281
5.43543543544        17.7263750237
5.44544544545        17.7917256596
5.45545545546        17.8571965359
5.46546546547        17.9227876525
5.47547547548        17.9884990095
5.48548548549        18.0543306069
5.4954954955        18.1202824446
5.50550550551        18.1863545227
5.51551551552        18.2525468411
5.52552552553        18.3188593999
5.53553553554        18.3852921991
5.54554554555        18.4518452386
5.55555555556        18.5185185185
5.56556556557        18.5853120388
5.57557557558        18.6522257994
5.58558558559        18.7192598003
5.5955955956        18.7864140417
5.60560560561        18.8536885234
5.61561561562        18.9210832454
5.62562562563        18.9885982078
5.63563563564        19.0562334106
5.64564564565        19.1239888537
5.65565565566        19.1918645372
5.66566566567        19.2598604611
5.67567567568        19.3279766253
5.68568568569        19.3962130298
5.6956956957        19.4645696748
5.70570570571        19.5330465601
5.71571571572        19.6016436857
5.72572572573        19.6703610517
5.73573573574        19.7391986581
5.74574574575        19.8081565049
5.75575575576        19.8772345919
5.76576576577        19.9464329194
5.77577577578        20.0157514872
5.78578578579        20.0851902954
5.7957957958        20.1547493439
5.80580580581        20.2244286328
5.81581581582        20.2942281621
5.82582582583        20.3641479317
5.83583583584        20.4341879417
5.84584584585        20.504348192
5.85585585586        20.5746286827
5.86586586587        20.6450294138
5.87587587588        20.7155503852
5.88588588589        20.786191597
5.8958958959        20.8569530491
5.90590590591        20.9278347416
5.91591591592        20.9988366745
5.92592592593        21.0699588477
5.93593593594        21.1412012613
5.94594594595        21.2125639153
5.95595595596        21.2840468096
5.96596596597        21.3556499442
5.97597597598        21.4273733193
5.98598598599        21.4992169347
5.995995996        21.5711807904
6.00600600601        21.6432648865
6.01601601602        21.715469223
6.02602602603        21.7877937998
6.03603603604        21.860238617
6.04604604605        21.9328036745
6.05605605606        22.0054889725
6.06606606607        22.0782945107
6.07607607608        22.1512202894
6.08608608609        22.2242663084
6.0960960961        22.2974325677
6.10610610611        22.3707190674
6.11611611612        22.4441258075
6.12612612613        22.5176527879
6.13613613614        22.5913000087
6.14614614615        22.6650674699
6.15615615616        22.7389551714
6.16616616617        22.8129631133
6.17617617618        22.8870912955
6.18618618619        22.9613397181
6.1961961962        23.0357083811
6.20620620621        23.1101972844
6.21621621622        23.184806428
6.22622622623        23.2595358121
6.23623623624        23.3343854365
6.24624624625        23.4093553012
6.25625625626        23.4844454064
6.26626626627        23.5596557518
6.27627627628        23.6349863377
6.28628628629        23.7104371639
6.2962962963        23.7860082305
6.30630630631        23.8616995374
6.31631631632        23.9375110847
6.32632632633        24.0134428723
6.33633633634        24.0894949003
6.34634634635        24.1656671687
6.35635635636        24.2419596774
6.36636636637        24.3183724265
6.37637637638        24.3949054159
6.38638638639        24.4715586457
6.3963963964        24.5483321159
6.40640640641        24.6252258264
6.41641641642        24.7022397773
6.42642642643        24.7793739686
6.43643643644        24.8566284002
6.44644644645        24.9340030721
6.45645645646        25.0114979845
6.46646646647        25.0891131372
6.47647647648        25.1668485302
6.48648648649        25.2447041636
6.4964964965        25.3226800374
6.50650650651        25.4007761515
6.51651651652        25.478992506
6.52652652653        25.5573291009
6.53653653654        25.6357859361
6.54654654655        25.7143630117
6.55655655656        25.7930603276
6.56656656657        25.8718778839
6.57657657658        25.9508156805
6.58658658659        26.0298737176
6.5965965966        26.1090519949
6.60660660661        26.1883505127
6.61661661662        26.2677692708
6.62662662663        26.3473082692
6.63663663664        26.426967508
6.64664664665        26.5067469872
6.65665665666        26.5866467068
6.66666666667        26.6666666667
6.67667667668        26.7468068669
6.68668668669        26.8270673075
6.6966966967        26.9074479885
6.70670670671        26.9879489099
6.71671671672        27.0685700716
6.72672672673        27.1493114736
6.73673673674        27.2301731161
6.74674674675        27.3111549988
6.75675675676        27.392257122
6.76676676677        27.4734794855
6.77677677678        27.5548220894
6.78678678679        27.6362849336
6.7967967968        27.7178680182
6.80680680681        27.7995713431
6.81681681682        27.8813949084
6.82682682683        27.9633387141
6.83683683684        28.0454027601
6.84684684685        28.1275870465
6.85685685686        28.2098915733
6.86686686687        28.2923163404
6.87687687688        28.3748613478
6.88688688689        28.4575265957
6.8968968969        28.5403120839
6.90690690691        28.6232178124
6.91691691692        28.7062437813
6.92692692693        28.7893899906
6.93693693694        28.8726564402
6.94694694695        28.9560431302
6.95695695696        29.0395500606
6.96696696697        29.1231772313
6.97697697698        29.2069246424
6.98698698699        29.2907922938
6.996996997        29.3747801856
7.00700700701        29.4588883177
7.01701701702        29.5431166903
7.02702702703        29.6274653031
7.03703703704        29.7119341564
7.04704704705        29.79652325
7.05705705706        29.8812325839
7.06706706707        29.9660621583
7.07707707708        30.0510119729
7.08708708709        30.136082028
7.0970970971        30.2212723234
7.10710710711        30.3065828591
7.11711711712        30.3920136353
7.12712712713        30.4775646517
7.13713713714        30.5632359086
7.14714714715        30.6490274058
7.15715715716        30.7349391433
7.16716716717        30.8209711213
7.17717717718        30.9071233396
7.18718718719        30.9933957982
7.1971971972        31.0797884972
7.20720720721        31.1663014366
7.21721721722        31.2529346163
7.22722722723        31.3396880364
7.23723723724        31.4265616968
7.24724724725        31.5135555976
7.25725725726        31.6006697388
7.26726726727        31.6879041203
7.27727727728        31.7752587422
7.28728728729        31.8627336045
7.2972972973        31.9503287071
7.30730730731        32.0380440501
7.31731731732        32.1258796334
7.32732732733        32.2138354571
7.33733733734        32.3019115211
7.34734734735        32.3901078255
7.35735735736        32.4784243703
7.36736736737        32.5668611554
7.37737737738        32.6554181809
7.38738738739        32.7440954468
7.3973973974        32.832892953
7.40740740741        32.9218106996
7.41741741742        33.0108486865
7.42742742743        33.1000069138
7.43743743744        33.1892853815
7.44744744745        33.2786840895
7.45745745746        33.3682030379
7.46746746747        33.4578422266
7.47747747748        33.5476016557
7.48748748749        33.6374813252
7.4974974975        33.727481235
7.50750750751        33.8176013852
7.51751751752        33.9078417757
7.52752752753        33.9982024066
7.53753753754        34.0886832779
7.54754754755        34.1792843895
7.55755755756        34.2700057415
7.56756756757        34.3608473338
7.57757757758        34.4518091665
7.58758758759        34.5428912396
7.5975975976        34.634093553
7.60760760761        34.7254161068
7.61761761762        34.8168589009
7.62762762763        34.9084219354
7.63763763764        35.0001052103
7.64764764765        35.0919087255
7.65765765766        35.1838324811
7.66766766767        35.2758764771
7.67767767768        35.3680407134
7.68768768769        35.4603251901
7.6976976977        35.5527299071
7.70770770771        35.6452548645
7.71771771772        35.7379000622
7.72772772773        35.8306655003
7.73773773774        35.9235511788
7.74774774775        36.0165570976
7.75775775776        36.1096832568
7.76776776777        36.2029296564
7.77777777778        36.2962962963
7.78778778779        36.3897831766
7.7977977978        36.4833902972
7.80780780781        36.5771176582
7.81781781782        36.6709652596
7.82782782783        36.7649331013
7.83783783784        36.8590211833
7.84784784785        36.9532295058
7.85785785786        37.0475580686
7.86786786787        37.1420068717
7.87787787788        37.2365759153
7.88788788789        37.3312651991
7.8978978979        37.4260747234
7.90790790791        37.521004488
7.91791791792        37.6160544929
7.92792792793        37.7112247383
7.93793793794        37.8065152239
7.94794794795        37.90192595
7.95795795796        37.9974569164
7.96796796797        38.0931081231
7.97797797798        38.1888795703
7.98798798799        38.2847712577
7.997997998        38.3807831856
8.00800800801        38.4769153538
8.01801801802        38.5731677624
8.02802802803        38.6695404113
8.03803803804        38.7660333006
8.04804804805        38.8626464302
8.05805805806        38.9593798002
8.06806806807        39.0562334106
8.07807807808        39.1532072613
8.08808808809        39.2503013524
8.0980980981        39.3475156839
8.10810810811        39.4448502557
8.11811811812        39.5423050678
8.12812812813        39.6398801204
8.13813813814        39.7375754133
8.14814814815        39.8353909465
8.15815815816        39.9333267201
8.16816816817        40.0313827341
8.17817817818        40.1295589884
8.18818818819        40.2278554831
8.1981981982        40.3262722182
8.20820820821        40.4248091936
8.21821821822        40.5234664094
8.22822822823        40.6222438655
8.23823823824        40.721141562
8.24824824825        40.8201594988
8.25825825826        40.9192976761
8.26826826827        41.0185560936
8.27827827828        41.1179347516
8.28828828829        41.2174336499
8.2982982983        41.3170527885
8.30830830831        41.4167921675
8.31831831832        41.5166517869
8.32832832833        41.6166316467
8.33833833834        41.7167317468
8.34834834835        41.8169520872
8.35835835836        41.917292668
8.36836836837        42.0177534892
8.37837837838        42.1183345508
8.38838838839        42.2190358527
8.3983983984        42.3198573949
8.40840840841        42.4207991776
8.41841841842        42.5218612005
8.42842842843        42.6230434639
8.43843843844        42.7243459676
8.44844844845        42.8257687117
8.45845845846        42.9273116961
8.46846846847        43.0289749209
8.47847847848        43.130758386
8.48848848849        43.2326620915
8.4984984985        43.3346860374
8.50850850851        43.4368302236
8.51851851852        43.5390946502
8.52852852853        43.6414793172
8.53853853854        43.7439842245
8.54854854855        43.8466093721
8.55855855856        43.9493547602
8.56856856857        44.0522203886
8.57857857858        44.1552062573
8.58858858859        44.2583123664
8.5985985986        44.3615387159
8.60860860861        44.4648853057
8.61861861862        44.5683521359
8.62862862863        44.6719392065
8.63863863864        44.7756465174
8.64864864865        44.8794740687
8.65865865866        44.9834218603
8.66866866867        45.0874898923
8.67867867868        45.1916781647
8.68868868869        45.2959866774
8.6986986987        45.4004154304
8.70870870871        45.5049644239
8.71871871872        45.6096336577
8.72872872873        45.7144231318
8.73873873874        45.8193328464
8.74874874875        45.9243628012
8.75875875876        46.0295129965
8.76876876877        46.1347834321
8.77877877878        46.240174108
8.78878878879        46.3456850244
8.7987987988        46.451316181
8.80880880881        46.5570675781
8.81881881882        46.6629392155
8.82882882883        46.7689310933
8.83883883884        46.8750432114
8.84884884885        46.9812755699
8.85885885886        47.0876281687
8.86886886887        47.1941010079
8.87887887888        47.3006940875
8.88888888889        47.4074074074
8.8988988989        47.5142409677
8.90890890891        47.6211947683
8.91891891892        47.7282688093
8.92892892893        47.8354630907
8.93893893894        47.9427776124
8.94894894895        48.0502123745
8.95895895896        48.157767377
8.96896896897        48.2654426198
8.97897897898        48.373238103
8.98898898899        48.4811538265
8.998998999        48.5891897904
9.00900900901        48.6973459946
9.01901901902        48.8056224393
9.02902902903        48.9140191242
9.03903903904        49.0225360496
9.04904904905        49.1311732153
9.05905905906        49.2399306213
9.06906906907        49.3488082677
9.07907907908        49.4578061545
9.08908908909        49.5669242816
9.0990990991        49.6761626491
9.10910910911        49.785521257
9.11911911912        49.8950001052
9.12912912913        50.0045991938
9.13913913914        50.1143185227
9.14914914915        50.224158092
9.15915915916        50.3341179017
9.16916916917        50.4441979517
9.17917917918        50.5543982421
9.18918918919        50.6647187728
9.1991991992        50.7751595439
9.20920920921        50.8857205554
9.21921921922        50.9964018072
9.22922922923        51.1072032994
9.23923923924        51.2181250319
9.24924924925        51.3291670048
9.25925925926        51.4403292181
9.26926926927        51.5516116717
9.27927927928        51.6630143657
9.28928928929        51.7745373001
9.2992992993        51.8861804748
9.30930930931        51.9979438898
9.31931931932        52.1098275453
9.32932932933        52.2218314411
9.33933933934        52.3339555772
9.34934934935        52.4461999537
9.35935935936        52.5585645706
9.36936936937        52.6710494278
9.37937937938        52.7836545254
9.38938938939        52.8963798633
9.3993993994        53.0092254417
9.40940940941        53.1221912603
9.41941941942        53.2352773194
9.42942942943        53.3484836188
9.43943943944        53.4618101585
9.44944944945        53.5752569386
9.45945945946        53.6888239591
9.46946946947        53.8025112199
9.47947947948        53.9163187211
9.48948948949        54.0302464627
9.4994994995        54.1442944446
9.50950950951        54.2584626669
9.51951951952        54.3727511295
9.52952952953        54.4871598325
9.53953953954        54.6016887759
9.54954954955        54.7163379596
9.55955955956        54.8311073837
9.56956956957        54.9459970481
9.57957957958        55.0610069529
9.58958958959        55.1761370981
9.5995995996        55.2913874836
9.60960960961        55.4067581095
9.61961961962        55.5222489757
9.62962962963        55.6378600823
9.63963963964        55.7535914293
9.64964964965        55.8694430166
9.65965965966        55.9854148443
9.66966966967        56.1015069123
9.67967967968        56.2177192207
9.68968968969        56.3340517695
9.6996996997        56.4505045586
9.70970970971        56.5670775881
9.71971971972        56.6837708579
9.72972972973        56.8005843682
9.73973973974        56.9175181187
9.74974974975        57.0345721096
9.75975975976        57.1517463409
9.76976976977        57.2690408126
9.77977977978        57.3864555246
9.78978978979        57.503990477
9.7997997998        57.6216456697
9.80980980981        57.7394211028
9.81981981982        57.8573167762
9.82982982983        57.97533269
9.83983983984        58.0934688442
9.84984984985        58.2117252388
9.85985985986        58.3301018736
9.86986986987        58.4485987489
9.87987987988        58.5672158645
9.88988988989        58.6859532205
9.8998998999        58.8048108168
9.90990990991        58.9237886535
9.91991991992        59.0428867306
9.92992992993        59.162105048
9.93993993994        59.2814436058
9.94994994995        59.4009024039
9.95995995996        59.5204814424
9.96996996997        59.6401807213
9.97997997998        59.7600002405
